,Age,Gender,Race/Ethnicity,Census Region,Income Group,Occupation,Work Status,Education,Marital Status,Vote
1248,2,1,1,2,5,1,1,6,1,1
1249,2,1,2,2,4,3,1,3,1,0
1250,2,1,2,2,4,3,1,1,5,0
1251,2,1,1,2,3,4,1,5,1,0
1252,3,1,1,3,1,5,5,1,5,0
1253,3,1,1,2,1,3,5,2,5,1
1254,1,2,1,2,0,5,1,3,1,0
1255,2,1,1,4,4,1,1,6,1,0
1256,1,2,1,2,1,6,7,2,3,1
1257,2,1,1,4,3,3,1,0,1,0
1258,2,2,2,3,3,1,1,6,4,0
1259,2,1,1,3,5,1,1,6,1,1
1260,2,1,3,3,3,3,1,5,1,0
1261,2,2,4,3,4,1,1,6,1,1
1262,3,2,1,2,4,1,5,6,1,1
1263,3,2,1,4,1,6,7,2,5,1
1264,2,2,1,4,4,1,1,2,4,1
1265,2,1,2,2,5,1,1,6,1,1
1266,2,2,1,1,5,1,1,6,1,0
1267,3,2,1,1,2,3,5,2,1,1
1268,2,2,2,3,3,1,1,5,3,0
1269,1,1,5,4,3,2,1,5,1,0
1270,2,1,1,2,3,4,1,3,1,0
1271,1,2,1,3,0,2,1,5,1,0
1272,2,2,1,4,3,6,7,6,1,1
1273,3,2,1,4,3,2,5,5,5,0
1274,2,2,4,3,4,1,1,3,5,0
1275,3,1,1,3,2,5,6,1,1,0
1276,3,1,1,4,4,3,5,5,1,1
1277,1,2,1,2,2,2,1,6,3,1
1278,3,1,1,2,4,1,5,3,1,1
1279,2,1,1,2,5,1,1,6,1,1
1280,2,2,1,4,4,1,1,6,3,0
1281,2,1,1,4,5,1,1,6,3,1
1282,2,2,1,4,5,6,7,0,1,1
1283,2,1,1,4,3,3,1,6,1,1
1284,2,2,1,4,5,6,7,6,1,0
1285,2,1,1,4,3,3,5,3,1,0
1286,2,1,1,2,4,3,1,3,1,0
1287,1,1,1,2,0,1,1,6,1,1
1288,3,1,1,4,3,3,5,3,1,0
1289,3,1,1,4,3,1,5,0,1,1
1290,1,1,1,2,3,1,1,5,1,0
1291,2,1,1,2,4,3,1,1,1,0
1292,1,1,1,1,2,3,2,3,1,1
1293,2,1,1,1,4,1,1,6,1,1
1294,2,2,2,3,0,3,1,3,2,0
1295,2,1,1,4,4,1,1,5,3,0
1296,2,1,1,2,2,5,4,3,1,1
1297,2,1,1,3,3,0,1,6,1,1
1298,3,2,1,3,2,3,1,2,5,0
1299,1,1,1,3,3,1,1,5,1,1
1300,2,2,1,3,2,1,1,5,4,1
1301,2,2,1,1,1,3,5,2,1,1
1302,1,1,1,3,2,3,1,1,1,1
1303,2,2,2,4,3,3,1,3,2,0
1304,2,1,2,3,4,3,1,3,1,0
1305,1,1,0,1,4,1,1,5,1,1
1306,2,2,1,3,3,2,1,5,1,0
1307,2,2,1,2,1,2,6,6,2,1
1308,1,1,1,4,3,3,1,3,2,0
1309,1,1,1,1,4,3,1,3,2,0
1310,3,1,2,3,2,3,5,2,1,0
1311,2,1,1,3,4,1,1,6,1,0
1312,3,1,2,3,2,3,1,2,1,0
1313,1,2,1,4,3,3,1,6,2,0
1314,2,2,1,1,5,1,1,6,1,0
1315,2,2,1,1,5,1,1,3,1,1
1316,1,1,1,2,0,3,1,2,1,1
1317,2,1,1,2,3,3,5,3,1,0
1318,2,2,1,1,1,3,5,2,5,1
1319,1,2,5,4,1,2,1,2,1,0
1320,1,2,2,2,1,3,1,2,2,0
1321,1,2,2,2,2,3,1,5,2,0
1322,2,1,1,2,5,1,1,6,1,1
1323,1,1,1,2,3,1,4,6,2,0
1324,2,1,1,3,0,1,1,2,1,1
1325,2,2,1,2,4,3,1,3,1,0
1326,2,1,2,2,3,1,1,0,1,0
1327,3,2,1,2,1,1,5,1,5,0
1328,2,2,5,4,0,1,1,2,1,0
1329,2,1,2,3,4,1,2,5,1,0
1330,2,1,2,3,3,3,1,5,1,0
1331,3,1,2,1,0,0,1,3,5,0
1332,1,1,5,3,3,3,1,5,1,0
1333,2,2,5,3,1,5,6,1,1,0
1334,2,1,5,3,1,3,5,1,5,0
1335,3,2,1,4,3,2,5,5,1,1
1336,2,1,1,4,4,3,1,3,1,1
1337,1,2,5,3,4,1,1,6,1,1
1338,2,2,1,3,1,0,8,3,3,0
1339,2,1,2,1,4,1,1,6,2,0
1340,1,1,5,4,2,3,1,5,4,1
1341,2,2,1,2,4,3,1,2,1,0
1342,2,2,1,1,2,1,5,5,2,0
1343,1,2,1,1,4,6,7,5,1,1
1344,3,2,1,1,0,2,5,5,5,1
1345,2,2,1,2,3,1,1,3,3,0
1346,2,2,2,3,3,2,1,3,1,0
1347,3,2,1,2,2,2,1,3,5,0
1348,2,2,1,1,4,1,1,3,1,1
1349,2,2,2,4,0,2,4,3,1,0
1350,2,1,1,2,4,1,1,5,1,0
1351,1,2,1,2,3,3,1,5,1,0
1352,2,1,1,1,3,3,1,3,1,1
1353,3,2,1,1,1,2,5,1,5,0
1354,2,1,1,1,3,1,1,3,2,1
1355,2,1,1,1,4,2,1,6,2,1
1356,2,1,1,2,0,2,1,5,5,1
1357,3,2,1,2,0,3,1,2,3,0
1358,2,2,1,1,3,1,1,5,5,0
1359,3,2,5,3,1,6,7,1,2,0
1360,3,2,1,2,2,3,5,3,1,0
1361,2,1,5,3,1,3,2,1,1,0
1362,2,1,1,4,3,1,1,6,3,1
1363,2,2,1,3,3,1,1,6,3,0
1364,3,2,1,3,2,6,7,3,5,0
1365,1,2,5,1,4,1,1,6,2,1
1366,2,1,1,2,4,3,5,3,1,0
1367,3,2,1,2,1,6,7,2,5,0
1368,1,2,1,3,4,2,1,3,1,0
1369,3,1,1,2,3,0,5,1,5,0
1370,2,1,1,2,3,3,1,5,1,1
1371,2,2,1,2,3,2,1,5,1,1
1372,3,2,1,2,3,3,5,1,1,1
1373,2,2,1,4,2,6,7,6,7,0
1374,2,1,1,3,4,1,5,5,1,1
1375,3,2,2,3,0,5,5,3,1,0
1376,2,2,1,2,0,2,1,5,1,1
1377,3,2,1,3,3,1,5,6,1,1
1378,2,1,1,1,4,3,1,3,1,1
1379,2,1,1,2,4,3,1,3,1,1
1380,2,1,1,4,4,1,1,6,1,1
1381,2,2,1,1,5,1,1,6,1,0
1382,3,1,1,1,2,3,5,1,1,0
1383,1,2,1,2,3,1,1,6,1,1
1384,2,1,1,2,4,2,1,6,1,1
1385,2,2,1,2,2,3,1,3,2,0
1386,2,2,1,2,2,0,8,5,4,0
1387,2,1,1,3,0,1,1,6,1,1
1388,2,1,1,1,3,2,1,6,2,1
1389,3,1,1,3,2,3,5,2,1,0
1390,2,2,1,3,1,1,6,3,3,0
1391,3,1,1,1,4,1,5,6,1,1
1392,3,2,1,3,3,1,1,5,1,1
1393,1,2,1,4,5,1,1,6,1,0
1394,2,2,1,1,2,6,7,3,1,1
1395,2,2,1,3,4,2,1,6,1,1
1396,1,2,1,3,4,6,7,6,1,1
1397,2,1,1,3,3,2,1,6,2,1
1398,3,1,1,1,2,3,5,1,2,0
1399,2,1,1,2,4,3,1,5,1,1
1400,2,1,1,2,4,3,1,3,1,0
1401,2,1,1,2,4,3,1,5,1,1
1402,2,1,1,2,4,1,1,6,3,1
1403,2,2,1,2,4,1,1,3,1,0
1404,3,2,1,4,1,1,5,5,1,1
1405,3,1,1,1,3,1,5,6,1,1
1406,3,1,1,3,5,2,1,6,1,1
1407,3,2,1,2,3,6,7,3,1,1
1408,2,1,1,1,0,3,1,5,1,0
1409,2,1,1,2,4,3,1,0,1,1
1410,2,2,1,2,4,6,7,3,1,1
1411,3,2,1,3,1,1,5,5,5,1
1412,2,1,1,2,3,3,1,3,1,0
1413,3,2,0,2,2,2,5,3,5,0
1414,3,1,1,3,4,1,5,6,1,1
1415,2,1,0,3,3,1,1,6,1,1
1416,2,1,1,3,4,2,1,6,1,1
1417,2,2,1,4,4,1,4,6,2,0
1418,3,2,1,2,3,3,5,2,5,1
1419,1,1,1,2,4,3,1,2,2,1
1420,2,1,0,3,4,1,1,6,1,0
1421,2,1,1,1,5,1,1,6,1,1
1422,2,2,1,4,4,1,1,3,1,1
1423,2,2,1,3,3,2,1,5,1,1
1424,2,1,1,3,5,2,1,6,1,1
1425,2,2,1,1,3,6,7,5,1,0
1426,1,2,2,3,3,3,1,5,1,0
1427,3,1,1,2,1,3,5,1,1,0
1428,2,2,1,3,0,3,1,5,3,0
1429,2,2,2,3,1,0,6,1,4,1
1430,2,2,1,4,5,6,7,5,1,1
1431,2,2,1,3,4,6,7,3,1,1
1432,2,1,1,2,2,3,1,5,1,1
1433,1,1,2,3,1,3,1,5,2,0
1434,2,1,4,4,5,3,1,5,3,0
1435,2,2,1,3,2,1,1,6,1,0
1436,1,2,1,3,4,2,1,3,1,1
1437,2,2,2,3,1,6,7,2,1,0
1438,2,1,1,4,4,1,1,6,1,1
1439,1,2,1,4,4,1,1,5,1,1
1440,2,1,1,4,4,1,1,6,1,1
1441,3,2,1,3,2,2,5,5,1,0
1442,3,2,1,3,3,6,7,5,5,1
1443,2,1,1,3,3,0,8,6,1,0
1444,2,2,1,4,2,1,6,5,3,0
1445,3,2,2,2,1,3,5,2,5,0
1446,2,1,1,2,3,5,1,5,1,1
1447,2,1,4,4,3,2,1,6,2,0
1448,1,1,1,1,1,0,8,6,2,0
1449,2,1,1,2,3,1,1,6,3,0
1450,1,1,1,2,3,1,1,6,1,1
1451,2,1,1,3,1,4,1,6,3,0
1452,2,2,1,3,1,3,6,1,3,0
1453,2,2,0,2,1,1,1,5,3,0
1454,2,1,1,1,4,3,1,3,1,1
1455,1,2,5,2,3,0,8,5,2,0
1456,2,2,1,3,3,3,1,5,1,1
1457,1,1,1,2,3,3,1,3,1,1
1458,2,2,2,1,4,2,1,5,1,0
1459,2,2,1,3,4,5,1,3,1,1
1460,2,1,1,3,3,1,1,6,2,1
1461,1,1,1,2,3,3,1,5,1,0
1462,2,2,2,1,4,1,1,6,1,0
1463,2,2,1,3,4,1,1,0,1,1
1464,2,2,1,3,3,3,1,3,1,1
1465,1,2,1,2,4,1,1,5,1,1
1466,2,1,1,2,3,1,1,6,1,1
1467,2,2,1,2,0,2,5,3,1,0
1468,3,1,1,2,3,1,5,0,1,0
1469,3,1,1,1,2,3,5,3,1,0
1470,2,2,1,1,3,6,7,3,1,1
1471,2,1,1,1,0,2,4,6,1,1
1472,3,1,2,1,0,5,5,1,4,0
1473,1,2,0,3,4,2,1,6,1,0
1474,3,2,2,1,2,3,5,3,1,0
1475,3,2,1,1,0,2,5,3,5,0
1476,1,2,1,1,4,1,1,6,7,0
1477,3,2,1,4,2,1,5,5,5,0
1478,2,1,1,2,4,1,1,6,1,0
1479,1,1,1,1,4,1,1,6,2,1
1480,3,1,1,1,3,1,5,2,1,1
1481,3,1,1,1,4,1,5,5,1,0
1482,3,1,0,2,3,1,5,0,1,1
1483,1,2,1,2,4,3,1,3,2,1
1484,2,1,3,1,4,3,1,3,1,0
1485,2,1,2,4,3,2,1,5,4,0
1486,2,2,1,2,3,3,1,3,1,0
1487,3,1,1,2,2,1,5,3,1,0
1488,2,1,1,1,4,1,2,6,2,1
1489,2,1,1,1,4,1,4,5,1,1
1490,3,1,1,2,3,3,5,3,5,1
1491,1,1,5,3,4,1,1,6,2,0
1492,3,1,1,3,4,1,5,6,1,0
1493,3,2,1,1,1,6,7,2,5,0
1494,1,2,0,3,3,1,1,5,1,0
1495,2,2,1,3,4,2,1,3,1,0
1496,2,1,1,3,4,3,1,6,1,0
1497,2,2,1,4,0,2,1,3,2,1
1498,3,1,1,2,1,3,5,1,2,0
1499,2,2,1,2,4,2,1,5,1,1
1500,1,1,1,2,2,4,4,5,2,1
1501,3,1,1,2,2,1,5,6,5,1
1502,2,1,2,3,0,2,6,3,1,0
1503,2,2,1,2,1,2,1,3,1,1
1504,2,1,1,3,4,1,1,5,1,0
1505,1,1,1,1,3,1,1,6,1,1
1506,2,1,1,2,3,3,1,5,3,1
1507,3,2,1,2,2,2,5,1,5,1
1508,2,2,1,2,3,2,1,3,1,1
1509,2,1,1,3,4,3,1,3,1,1
1510,2,1,2,1,5,1,1,6,1,1
1511,2,1,1,2,4,1,1,6,3,0
1512,3,2,1,4,3,1,5,3,3,1
1513,3,2,1,3,3,1,5,6,5,1
1514,3,2,1,4,3,2,5,6,5,0
1515,2,1,1,3,4,1,1,6,1,0
1516,2,1,1,2,4,1,1,3,3,0
1517,2,1,1,2,4,2,1,6,1,1
1518,2,1,1,2,4,3,1,3,1,1
1519,2,2,1,3,0,2,1,0,1,1
1520,1,1,2,3,4,2,1,5,1,0
1521,2,2,1,1,4,2,1,6,5,1
1522,2,1,1,1,3,1,1,5,1,1
1523,2,1,1,2,3,1,1,5,1,1
1524,2,2,1,4,2,6,7,5,1,0
1525,2,2,1,3,0,1,2,2,3,1
1526,3,2,1,4,1,2,5,5,5,1
1527,3,2,1,3,2,1,5,5,1,1
1528,2,1,1,2,2,5,1,5,1,1
1529,1,2,2,3,2,3,1,5,3,0
1530,2,2,3,3,4,3,1,6,1,1
1531,2,1,1,1,5,1,1,3,1,1
1532,3,2,1,4,2,2,5,5,3,1
1533,2,1,1,3,4,1,1,6,1,1
1534,2,2,1,3,3,1,1,6,2,0
1535,1,2,1,2,3,6,7,3,1,1
1536,2,1,1,2,3,3,1,5,2,0
1537,3,1,1,2,3,2,5,3,1,0
1538,2,1,3,4,4,1,1,6,1,0
1539,2,2,2,2,0,2,1,5,4,0
1540,3,1,2,2,3,3,5,1,1,0
1541,2,1,3,2,3,1,1,6,1,1
1542,2,2,1,3,4,2,1,0,2,1
1543,2,2,1,1,3,2,1,6,1,1
1544,2,2,2,1,3,2,1,5,1,0
1545,3,2,1,1,1,1,5,6,5,1
1546,3,2,1,4,2,3,5,2,5,1
1547,3,1,1,2,2,3,5,5,1,0
1548,3,2,2,3,1,3,5,1,2,1
1549,2,1,2,1,4,3,1,3,1,0
1550,2,2,1,2,4,1,1,3,1,1
1551,2,1,1,3,3,1,1,6,1,1
1552,3,1,1,2,3,1,5,6,1,1
1553,3,1,1,2,3,3,5,3,1,0
1554,2,1,1,2,4,3,1,5,1,1
1555,2,2,1,2,3,2,1,3,1,1
1556,3,1,1,2,3,2,5,5,1,0
1557,2,2,1,4,3,2,6,5,4,0
1558,3,2,5,3,2,3,5,1,1,0
1559,2,1,1,3,4,3,1,5,1,1
1560,2,1,1,3,4,2,1,6,1,1
1561,2,1,1,2,4,1,1,3,1,1
1562,1,2,5,3,3,1,4,5,2,0
1563,1,1,1,1,4,1,1,6,1,1
1564,2,2,1,2,3,3,6,3,1,0
1565,2,2,1,2,4,2,1,3,1,1
1566,2,2,1,2,3,2,1,5,1,1
1567,2,1,2,4,3,3,1,3,7,0
1568,3,2,1,4,2,1,1,3,1,1
1569,2,2,1,3,2,2,1,5,4,0
1570,2,1,5,3,4,1,1,3,1,1
1571,1,1,2,3,2,0,8,3,1,0
1572,1,2,1,3,5,1,1,3,1,1
1573,3,2,0,2,1,2,5,3,3,0
1574,2,1,1,2,3,3,1,3,1,0
1575,2,2,1,2,4,1,1,6,1,1
1576,2,1,1,2,0,3,1,2,1,0
1577,2,1,1,3,5,1,1,6,1,1
1578,2,2,1,1,4,2,1,5,1,0
1579,2,1,1,3,4,1,1,6,1,1
1580,1,1,1,3,1,1,1,5,2,1
1581,2,1,1,3,3,3,6,3,1,0
1582,3,2,1,3,1,2,5,3,5,1
1583,3,1,1,3,2,1,5,3,1,1
1584,2,2,1,2,2,2,1,3,3,0
1585,3,2,1,1,3,2,1,3,5,0
1586,3,1,1,1,4,1,5,3,1,0
1587,2,2,1,2,4,3,1,6,1,0
1588,2,1,1,3,3,4,1,3,2,0
1589,2,2,1,3,4,1,5,3,1,0
1590,2,2,1,4,5,6,7,6,1,0
1591,1,2,1,4,2,2,1,5,2,1
1592,1,2,2,2,4,6,7,3,2,0
1593,2,2,1,4,3,1,1,6,2,0
1594,3,2,1,2,2,6,7,3,3,1
1595,2,2,1,2,2,6,7,3,1,0
1596,1,2,1,2,3,3,1,3,1,0
1597,2,1,5,1,4,1,1,6,1,1
1598,3,1,1,3,4,1,5,5,5,0
1599,2,2,3,3,4,1,1,6,1,1
1600,2,1,1,3,5,1,1,6,2,1
1601,3,2,1,1,2,1,5,5,5,1
1602,2,1,1,3,5,0,1,6,1,0
1603,1,1,1,2,4,2,1,6,1,1
1604,2,2,2,4,1,3,6,5,3,0
1605,2,1,1,3,4,1,1,6,1,0
1606,2,2,1,3,4,2,1,5,1,1
1607,2,2,1,3,0,1,1,6,3,1
1608,3,1,1,2,1,5,1,2,1,0
1609,2,1,1,4,3,2,1,6,4,1
1610,1,1,1,4,4,3,1,3,3,1
1611,3,1,1,4,4,2,1,5,1,0
1612,2,2,1,4,4,1,1,6,1,1
1613,2,1,1,3,4,1,1,6,1,1
1614,1,2,1,2,3,3,1,3,1,0
1615,2,2,1,2,4,3,1,3,2,0
1616,2,1,1,4,3,1,1,5,3,1
1617,2,2,1,4,3,2,1,3,1,0
1618,2,2,1,4,3,1,1,6,2,1
1619,2,2,1,4,5,1,1,6,3,1
1620,1,1,1,4,4,1,1,6,1,0
1621,2,1,1,4,4,3,1,6,1,1
1622,1,1,1,4,1,0,8,5,2,0
1623,1,2,0,2,3,1,1,6,1,0
1624,1,1,5,3,4,0,8,5,2,1
1625,3,1,1,4,3,3,5,3,3,1
1626,2,1,1,3,4,1,1,6,1,1
1627,1,2,1,3,3,1,1,5,1,1
1628,1,1,1,3,2,3,1,5,2,0
1629,2,1,1,2,4,1,1,6,2,0
1630,2,1,1,3,3,1,1,6,1,1
1631,2,2,1,3,3,1,1,5,3,1
1632,2,2,1,3,3,1,1,6,7,0
1633,2,1,4,3,1,5,6,1,1,0
1634,3,2,1,4,4,2,5,3,1,0
1635,3,2,1,4,3,6,7,6,1,0
1636,2,1,1,3,3,1,1,6,1,0
1637,1,1,3,3,3,1,1,6,4,1
1638,2,2,1,2,3,2,1,6,1,0
1639,1,1,1,3,3,1,1,6,1,1
1640,2,1,0,3,4,1,1,6,1,1
1641,2,1,1,4,5,2,1,6,3,1
1642,2,2,1,3,4,2,1,5,1,1
1643,2,1,1,3,5,1,1,6,3,1
1644,2,2,2,3,4,2,1,5,1,1
1645,3,2,1,4,0,3,1,2,5,0
1646,1,2,1,4,4,6,7,5,1,1
1647,1,1,1,1,4,1,1,6,2,0
1648,2,2,2,1,3,2,1,5,2,0
1649,3,2,1,1,3,1,5,6,1,0
1650,1,2,1,2,3,3,1,5,1,0
1651,1,1,1,2,3,3,1,5,3,1
1652,2,1,1,2,4,1,1,6,1,1
1653,2,1,1,3,3,1,1,6,1,0
1654,2,2,1,3,5,1,1,6,1,1
1655,2,2,1,4,5,2,1,6,1,0
1656,2,2,1,4,2,6,7,3,1,0
1657,1,1,2,1,4,1,1,6,1,0
1658,2,1,1,4,4,1,1,6,1,1
1659,1,2,5,4,4,1,1,6,1,1
1660,3,2,1,2,5,6,7,3,1,0
1661,2,2,1,1,3,2,6,5,3,0
1662,2,2,1,3,5,1,1,6,1,1
1663,3,2,1,3,3,2,5,5,5,1
1664,1,1,1,2,2,1,1,6,2,0
1665,2,2,1,2,4,2,1,6,1,1
1666,3,1,1,2,4,1,5,6,1,1
1667,2,2,1,3,4,1,1,6,1,0
1668,1,1,1,3,3,0,1,6,2,1
1669,2,2,1,3,3,6,7,3,1,1
1670,2,1,1,2,4,1,1,6,1,1
1671,2,1,1,3,5,1,4,6,1,1
1672,2,2,1,3,4,1,1,3,3,1
1673,1,1,1,1,0,2,1,3,3,0
1674,2,1,1,3,4,2,1,6,1,1
1675,2,2,1,2,5,1,1,5,1,1
1676,2,1,1,3,4,2,1,6,1,1
1677,1,2,1,3,3,1,1,3,1,1
1678,3,1,2,3,3,3,1,1,1,0
1679,2,1,2,2,3,1,1,6,3,0
1680,3,2,1,3,0,2,5,2,5,1
1681,2,2,1,2,4,6,7,3,1,1
1682,2,1,5,2,3,3,1,0,1,0
1683,1,2,2,3,1,3,1,5,2,0
1684,3,1,1,2,3,3,5,3,1,1
1685,2,2,1,4,1,1,1,3,5,0
1686,2,2,2,3,3,2,1,5,3,0
1687,3,2,1,2,2,1,5,6,5,0
1688,2,2,1,3,0,6,7,5,1,1
1689,3,1,0,2,3,1,5,5,1,0
1690,2,2,0,3,4,1,1,6,1,1
1691,2,1,1,3,3,2,1,5,1,0
1692,2,1,1,3,0,1,1,6,1,1
1693,3,2,0,4,3,1,5,0,3,1
1694,2,2,1,2,0,1,5,3,1,0
1695,2,1,5,4,3,1,1,6,1,0
1696,3,2,1,2,0,1,5,5,1,0
1697,2,1,1,3,5,1,1,6,1,0
1698,1,1,1,4,4,2,1,6,1,1
1699,3,1,1,4,3,1,5,6,1,1
1700,2,2,5,3,2,6,7,3,1,0
1701,2,2,1,4,3,2,1,5,2,0
1702,3,2,1,4,3,1,5,6,5,1
1703,1,2,1,3,4,1,1,5,1,1
1704,1,2,1,4,4,2,1,3,1,1
1705,2,2,5,4,1,6,7,3,4,0
1706,3,1,1,4,3,1,5,3,2,0
1707,3,1,1,1,3,3,5,2,2,0
1708,2,1,1,4,4,3,1,3,1,1
1709,1,1,1,2,3,1,1,3,1,1
1710,2,2,2,1,4,3,1,5,1,0
1711,2,1,2,3,4,3,1,5,1,0
1712,2,2,1,2,3,6,7,3,1,1
1713,2,2,1,2,4,2,1,3,1,0
1714,2,2,1,4,4,1,4,6,7,1
1715,2,1,1,4,5,1,1,6,3,0
1716,2,2,1,3,4,1,1,6,3,1
1717,2,1,1,3,4,1,1,6,1,0
1718,3,2,2,3,0,6,7,2,5,0
1719,2,1,1,1,5,1,1,6,1,0
1720,2,1,2,3,4,2,1,6,1,1
1721,2,2,2,3,2,3,1,3,3,0
1722,2,2,1,2,4,2,1,3,1,0
1723,2,1,1,2,3,2,1,3,1,1
1724,2,2,1,3,3,1,1,6,3,1
1725,3,2,2,3,2,1,5,6,1,1
1726,2,1,1,4,1,3,1,5,2,0
1727,3,2,0,3,0,6,7,6,1,1
1728,2,1,1,1,3,1,1,5,3,1
1729,2,1,1,4,4,2,1,0,1,1
1730,2,2,1,4,3,2,1,3,1,0
1731,2,1,1,3,4,1,1,6,1,1
1732,3,1,5,4,2,3,5,3,1,0
1733,2,1,1,4,4,2,1,0,1,0
1734,1,1,1,4,3,3,1,3,7,1
1735,1,1,0,2,4,1,1,6,1,1
1736,2,2,1,1,3,1,1,6,3,0
1737,3,1,1,2,4,3,1,3,1,1
1738,2,2,5,4,3,0,1,2,1,0
1739,2,2,1,3,5,1,1,6,1,1
1740,1,1,1,2,4,1,1,6,1,1
1741,3,2,1,2,3,6,7,3,1,0
1742,1,1,1,2,4,2,1,5,2,0
1743,2,2,1,2,5,1,1,6,1,1
1744,3,1,5,4,2,4,5,1,1,0
1745,2,2,1,2,2,2,1,6,2,0
1746,3,2,1,2,2,2,5,2,5,0
1747,2,1,1,4,4,3,1,5,1,1
1748,3,1,1,3,4,1,1,6,1,0
1749,1,2,2,3,2,2,1,5,2,0
1750,1,2,1,4,3,1,1,5,1,1
1751,2,1,2,2,3,3,5,3,1,0
1752,1,2,1,3,2,1,1,5,2,0
1753,3,2,1,2,1,3,1,2,5,1
1754,1,1,1,2,4,2,1,6,2,0
1755,1,2,2,1,4,3,1,3,2,0
1756,1,2,1,1,3,3,1,5,1,0
1757,1,2,1,1,4,6,7,5,1,0
1758,1,2,1,3,4,1,1,6,1,1
1759,2,1,5,1,4,2,1,5,1,0
1760,1,1,1,3,2,0,1,5,2,1
1761,2,2,1,2,4,2,1,3,1,1
1762,2,1,1,2,3,5,1,3,2,0
1763,2,2,1,4,4,1,1,6,1,0
1764,3,2,1,4,3,1,5,6,5,1
1765,2,2,5,4,1,3,6,5,4,1
1766,3,2,1,2,3,6,7,3,5,1
1767,1,2,1,2,3,3,1,3,1,1
1768,3,1,1,2,0,3,5,1,1,1
1769,2,1,1,2,3,5,1,3,1,1
1770,2,2,0,4,2,1,4,3,5,0
1771,2,1,0,3,4,1,5,5,2,0
1772,2,2,1,3,4,1,2,5,1,1
1773,2,1,1,4,4,5,1,6,7,0
1774,1,1,1,3,1,0,8,5,2,0
1775,1,1,1,4,3,1,1,6,7,0
1776,2,1,5,4,4,1,1,6,1,0
1777,2,2,2,3,0,3,6,3,2,0
1778,2,1,1,2,3,2,1,6,1,0
1779,3,2,2,3,0,3,5,1,5,0
1780,1,1,1,4,3,3,1,3,4,1
1781,3,1,1,4,4,1,1,6,1,0
1782,2,2,1,3,5,2,1,6,1,1
1783,1,2,1,3,5,2,1,6,1,1
1784,1,2,5,4,3,6,7,6,1,1
1785,3,2,2,1,2,3,5,3,5,0
1786,2,2,1,4,4,2,1,3,1,0
1787,2,1,5,4,3,3,1,3,1,0
1788,1,2,1,4,3,2,1,5,4,1
1789,1,2,1,4,3,2,1,3,2,1
1790,2,2,5,3,3,1,1,6,1,1
1791,2,2,1,3,1,3,1,3,3,1
1792,2,2,1,2,4,1,1,6,1,1
1793,2,1,1,2,4,5,1,3,1,1
1794,2,1,1,2,4,1,1,6,1,0
1795,1,1,1,4,0,3,1,2,2,1
1796,2,2,1,3,4,1,1,6,1,1
1797,2,2,1,3,3,2,5,5,5,1
1798,2,2,1,3,4,1,1,6,1,0
1799,2,1,1,3,4,0,1,6,1,1
1800,3,2,1,1,2,1,5,6,5,1
1801,3,1,1,3,3,3,5,2,5,1
1802,2,1,1,3,3,3,1,3,1,1
1803,2,2,1,2,3,1,1,5,1,1
1804,3,2,1,3,1,3,1,2,1,0
1805,2,2,1,2,3,6,7,3,1,1
1806,2,2,1,2,3,2,5,5,1,1
1807,3,2,1,2,0,2,5,5,5,0
1808,3,2,1,3,0,3,5,3,5,0
1809,1,1,2,1,3,3,1,3,1,0
1810,2,1,1,2,3,3,1,3,2,0
1811,1,2,1,2,4,2,1,3,1,1
1812,2,1,1,4,4,1,1,6,1,1
1813,2,2,1,2,0,2,1,3,3,1
1814,1,1,0,3,2,3,1,5,2,0
1815,2,2,1,2,4,6,7,3,1,1
1816,3,1,1,1,3,3,5,5,1,0
1817,2,2,1,4,4,1,1,6,3,0
1818,3,1,1,3,1,3,5,3,3,1
1819,1,2,1,4,3,6,7,6,1,1
1820,3,2,1,3,0,2,5,2,5,1
1821,3,2,1,3,2,2,1,6,3,1
1822,3,2,1,3,4,2,5,5,1,1
1823,2,2,1,3,2,6,7,2,1,0
1824,1,2,1,1,2,1,1,6,1,0
1825,2,2,1,2,1,2,5,3,3,1
1826,3,2,1,3,3,1,5,6,3,0
1827,3,2,0,3,2,3,5,2,1,0
1828,2,1,1,1,4,1,1,5,1,0
1829,2,2,1,3,4,6,7,6,1,1
1830,1,2,1,3,1,4,1,3,4,1
1831,2,1,1,3,4,2,1,5,1,1
1832,2,1,1,3,2,3,1,3,1,0
1833,3,2,1,4,1,3,1,3,5,0
1834,3,2,1,1,1,2,5,3,5,0
1835,2,2,5,3,2,3,5,3,2,1
1836,3,1,1,4,2,3,5,3,3,0
1837,2,1,1,4,3,1,1,6,2,0
1838,2,2,1,1,5,6,7,3,1,0
1839,3,1,1,4,3,1,5,5,1,1
1840,3,2,1,2,0,6,7,3,3,1
1841,2,1,1,2,3,1,1,6,1,1
1842,3,2,1,1,0,6,7,3,5,0
1843,1,2,1,3,2,5,1,5,3,0
1844,3,2,1,2,3,1,5,3,1,1
1845,2,1,1,4,3,1,5,6,4,1
1846,2,2,1,4,4,6,7,6,1,1
1847,2,2,1,1,3,4,1,2,1,0
1848,1,2,1,2,4,2,1,3,1,1
1849,2,1,1,3,3,1,1,3,5,1
1850,2,2,1,1,0,1,6,6,3,1
1851,3,2,1,4,2,3,5,5,5,0
1852,2,2,1,3,3,2,1,3,1,1
1853,2,2,1,4,5,1,1,6,1,1
